"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","884","Retrieve an existing flight order","","2026-03-02","passed","2026-03-02","","","",""
"","1044","Get passengers for a valid flight number","","2026-03-02","passed","2026-03-02","","","",""
"","503","Get passengers for unknown flight returns 404","","2026-03-02","passed","2026-03-02","","","",""
"","860","Delete an existing flight order","","2026-03-02","passed","2026-03-02","","","",""
"","682","Create a flight order returns 201 with an orderId","","2026-03-02","passed","2026-03-02","","","",""
"","3052","User searches, books, retrieves and cancels a flight","","2026-03-02","passed","2026-03-02","","","",""
"","77","Backend health check returns ok","","2026-03-02","passed","2026-03-02","","","",""
"","711","Chat returns a response for a valid message","","2026-03-02","passed","2026-03-02","","","",""
"","279","Retrieve a non-existent flight order returns 404","","2026-03-02","passed","2026-03-02","","","",""
"","78","Chat returns 400 for an empty message","","2026-03-02","passed","2026-03-02","","","",""
