"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","236","Get passengers for unknown flight returns 404","","2026-02-28","passed","2026-02-28","","","",""
"","236","Retrieve a non-existent flight order returns 404","","2026-02-28","passed","2026-02-28","","","",""
"","689","Get passengers for a valid flight number","","2026-02-28","passed","2026-02-28","","","",""
"","622","Create a flight order returns 201 with an orderId","","2026-02-28","passed","2026-02-28","","","",""
"","859","Chat returns a response for a valid message","","2026-02-28","passed","2026-02-28","","","",""
"","25","Chat returns 400 for an empty message","","2026-02-28","passed","2026-02-28","","","",""
"","63","Backend health check returns ok","","2026-02-28","passed","2026-02-28","","","",""
"","709","Retrieve an existing flight order","","2026-02-28","passed","2026-02-28","","","",""
"","2134","User searches, books, retrieves and cancels a flight","","2026-02-28","passed","2026-02-28","","","",""
"","736","Delete an existing flight order","","2026-02-28","passed","2026-02-28","","","",""
