"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","937","Retrieve an existing flight order","","2026-03-02","passed","2026-03-02","","","",""
"","88","Chat returns 400 for an empty message","","2026-03-02","passed","2026-03-02","","","",""
"","993","Delete an existing flight order","","2026-03-02","passed","2026-03-02","","","",""
"","3020","Create a flight order returns 201 with an orderId","","2026-03-02","passed","2026-03-02","","","",""
"","89","Backend health check returns ok","","2026-03-02","passed","2026-03-02","","","",""
"","302","Get passengers for unknown flight returns 404","","2026-03-02","passed","2026-03-02","","","",""
"","789","Chat returns a response for a valid message","","2026-03-02","passed","2026-03-02","","","",""
"","810","Get passengers for a valid flight number","","2026-03-02","passed","2026-03-02","","","",""
"","300","Retrieve a non-existent flight order returns 404","","2026-03-02","passed","2026-03-02","","","",""
"","3316","User searches, books, retrieves and cancels a flight","","2026-03-02","passed","2026-03-02","","","",""
