"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","314","Get passengers for unknown flight returns 404","","2026-03-02","passed","2026-03-02","","","",""
"","326","Retrieve a non-existent flight order returns 404","","2026-03-02","passed","2026-03-02","","","",""
"","963","Delete an existing flight order","","2026-03-02","passed","2026-03-02","","","",""
"","1152","Get passengers for a valid flight number","","2026-03-02","passed","2026-03-02","","","",""
"","267","Chat returns 400 for an empty message","","2026-03-02","passed","2026-03-02","","","",""
"","969","Chat returns a response for a valid message","","2026-03-02","passed","2026-03-02","","","",""
"","3199","User searches, books, retrieves and cancels a flight","","2026-03-02","passed","2026-03-02","","","",""
"","1065","Retrieve an existing flight order","","2026-03-02","passed","2026-03-02","","","",""
"","122","Backend health check returns ok","","2026-03-02","passed","2026-03-02","","","",""
"","2357","Create a flight order returns 201 with an orderId","","2026-03-02","passed","2026-03-02","","","",""
