"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","888","Delete an existing flight order","","2026-03-02","passed","2026-03-02","","","",""
"","808","Get passengers for a valid flight number","","2026-03-02","passed","2026-03-02","","","",""
"","190","Chat returns 400 for an empty message","","2026-03-02","passed","2026-03-02","","","",""
"","2959","Create a flight order returns 201 with an orderId","","2026-03-02","passed","2026-03-02","","","",""
"","95","Backend health check returns ok","","2026-03-02","passed","2026-03-02","","","",""
"","321","Get passengers for unknown flight returns 404","","2026-03-02","passed","2026-03-02","","","",""
"","3221","User searches, books, retrieves and cancels a flight","","2026-03-02","passed","2026-03-02","","","",""
"","297","Retrieve a non-existent flight order returns 404","","2026-03-02","passed","2026-03-02","","","",""
"","952","Retrieve an existing flight order","","2026-03-02","passed","2026-03-02","","","",""
"","610","Chat returns a response for a valid message","","2026-03-02","failed","2026-03-02","","","",""
