"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1089","Chat returns a response for a valid message","","2026-02-28","passed","2026-02-28","","","",""
"","371","Chat returns 400 for an empty message","","2026-02-28","passed","2026-02-28","","","",""
"","890","Get passengers for a valid flight number","","2026-02-28","passed","2026-02-28","","","",""
"","322","Get passengers for unknown flight returns 404","","2026-02-28","passed","2026-02-28","","","",""
"","118","Backend health check returns ok","","2026-02-28","passed","2026-02-28","","","",""
"","1399","Create a flight order returns 201 with an orderId","","2026-02-28","passed","2026-02-28","","","",""
"","2480","User searches, books, retrieves and cancels a flight","","2026-02-28","passed","2026-02-28","","","",""
"","323","Retrieve a non-existent flight order returns 404","","2026-02-28","passed","2026-02-28","","","",""
"","990","Retrieve an existing flight order","","2026-02-28","passed","2026-02-28","","","",""
"","970","Delete an existing flight order","","2026-02-28","passed","2026-02-28","","","",""
