"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1961","Chat returns a response for a valid message","","2026-03-06","failed","2026-03-06","","","",""
"","316","Get passengers for unknown flight returns 404","","2026-03-06","passed","2026-03-06","","","",""
"","170","Backend health check returns ok","","2026-03-06","passed","2026-03-06","","","",""
"","869","Retrieve an existing flight order","","2026-03-06","passed","2026-03-06","","","",""
"","2968","User searches, books, retrieves and cancels a flight","","2026-03-06","passed","2026-03-06","","","",""
"","842","Delete an existing flight order","","2026-03-06","passed","2026-03-06","","","",""
"","833","Create a flight order returns 201 with an orderId","","2026-03-06","passed","2026-03-06","","","",""
"","266","Retrieve a non-existent flight order returns 404","","2026-03-06","passed","2026-03-06","","","",""
"","48","Chat returns 400 for an empty message","","2026-03-06","passed","2026-03-06","","","",""
"","749","Get passengers for a valid flight number","","2026-03-06","passed","2026-03-06","","","",""
